id	variable	value	cluster	label
1	15	10	0.33	1	E 2 St & Avenue C
2	15	14	0	1	E 2 St & Avenue C
3	15	5	28.54	1	E 2 St & Avenue C
4	15	1	39.78	1	E 2 St & Avenue C
5	15	9	0.11	1	E 2 St & Avenue C
6	15	18	2.98	1	E 2 St & Avenue C
7	15	23	39.3	1	E 2 St & Avenue C
8	15	12	0.22	1	E 2 St & Avenue C
9	15	4	39.11	1	E 2 St & Avenue C
10	15	7	2.29	1	E 2 St & Avenue C
11	15	22	39.14	1	E 2 St & Avenue C
12	15	15	0	1	E 2 St & Avenue C
13	15	19	24.45	1	E 2 St & Avenue C
14	15	2	39.89	1	E 2 St & Avenue C
15	15	6	7.09	1	E 2 St & Avenue C
16	15	21	35.42	1	E 2 St & Avenue C
17	15	0	36.33	1	E 2 St & Avenue C
18	15	13	0	1	E 2 St & Avenue C
19	15	8	0	1	E 2 St & Avenue C
20	15	11	0.22	1	E 2 St & Avenue C
21	15	3	39.32	1	E 2 St & Avenue C
22	15	16	0	1	E 2 St & Avenue C
23	15	17	0.33	1	E 2 St & Avenue C
24	15	20	29.79	1	E 2 St & Avenue C
25	32	23	51.8	1	W 13 St & 7 Ave
26	32	10	51.63	1	W 13 St & 7 Ave
27	32	7	51.2	1	W 13 St & 7 Ave
28	32	14	51.58	1	W 13 St & 7 Ave
29	32	11	51.63	1	W 13 St & 7 Ave
30	32	6	51.15	1	W 13 St & 7 Ave
31	32	3	50.98	1	W 13 St & 7 Ave
32	32	22	52.08	1	W 13 St & 7 Ave
33	32	15	51.69	1	W 13 St & 7 Ave
34	32	2	51.04	1	W 13 St & 7 Ave
35	32	21	51.86	1	W 13 St & 7 Ave
36	32	16	51.63	1	W 13 St & 7 Ave
37	32	5	51.63	1	W 13 St & 7 Ave
38	32	18	51.82	1	W 13 St & 7 Ave
39	32	19	52.41	1	W 13 St & 7 Ave
40	32	1	51.6	1	W 13 St & 7 Ave
41	32	0	52.33	1	W 13 St & 7 Ave
42	32	4	51.2	1	W 13 St & 7 Ave
43	32	17	51.92	1	W 13 St & 7 Ave
44	32	20	52.46	1	W 13 St & 7 Ave
45	32	12	51.58	1	W 13 St & 7 Ave
46	32	13	51.63	1	W 13 St & 7 Ave
47	32	9	50.98	1	W 13 St & 7 Ave
48	32	8	50.98	1	W 13 St & 7 Ave
49	39	2	15.96	1	St Marks Pl & 2 Ave
50	39	3	13.07	1	St Marks Pl & 2 Ave
51	39	4	9.91	1	St Marks Pl & 2 Ave
52	39	19	34.32	1	St Marks Pl & 2 Ave
53	39	6	0.44	1	St Marks Pl & 2 Ave
54	39	23	16.55	1	St Marks Pl & 2 Ave
55	39	10	0	1	St Marks Pl & 2 Ave
56	39	7	0	1	St Marks Pl & 2 Ave
57	39	21	28.07	1	St Marks Pl & 2 Ave
58	39	14	0	1	St Marks Pl & 2 Ave
59	39	9	0	1	St Marks Pl & 2 Ave
60	39	11	0	1	St Marks Pl & 2 Ave
61	39	20	32.64	1	St Marks Pl & 2 Ave
62	39	16	0	1	St Marks Pl & 2 Ave
63	39	5	5.99	1	St Marks Pl & 2 Ave
64	39	15	0.22	1	St Marks Pl & 2 Ave
65	39	17	0.66	1	St Marks Pl & 2 Ave
66	39	1	17.46	1	St Marks Pl & 2 Ave
67	39	0	18.44	1	St Marks Pl & 2 Ave
68	39	18	9.37	1	St Marks Pl & 2 Ave
69	39	8	0	1	St Marks Pl & 2 Ave
70	39	12	0.11	1	St Marks Pl & 2 Ave
71	39	13	0	1	St Marks Pl & 2 Ave
72	39	22	16.89	1	St Marks Pl & 2 Ave
73	40	3	14.16	1	E 11 Street & 2 Avenue
74	40	2	13.55	1	E 11 Street & 2 Avenue
75	40	6	0.76	1	E 11 Street & 2 Avenue
76	40	20	28.59	1	E 11 Street & 2 Avenue
77	40	10	0.11	1	E 11 Street & 2 Avenue
78	40	7	0	1	E 11 Street & 2 Avenue
79	40	19	22.7	1	E 11 Street & 2 Avenue
80	40	21	25.22	1	E 11 Street & 2 Avenue
81	40	23	15.09	1	E 11 Street & 2 Avenue
82	40	18	5.29	1	E 11 Street & 2 Avenue
83	40	17	0.55	1	E 11 Street & 2 Avenue
84	40	8	0	1	E 11 Street & 2 Avenue
85	40	5	12.09	1	E 11 Street & 2 Avenue
86	40	9	0.11	1	E 11 Street & 2 Avenue
87	40	4	16.01	1	E 11 Street & 2 Avenue
88	40	11	0	1	E 11 Street & 2 Avenue
89	40	16	0	1	E 11 Street & 2 Avenue
90	40	14	0	1	E 11 Street & 2 Avenue
91	40	15	0	1	E 11 Street & 2 Avenue
92	40	1	11.05	1	E 11 Street & 2 Avenue
93	40	0	13.56	1	E 11 Street & 2 Avenue
94	40	22	20.61	1	E 11 Street & 2 Avenue
95	40	12	0	1	E 11 Street & 2 Avenue
96	40	13	0	1	E 11 Street & 2 Avenue
97	41	15	0	1	Bank St & Washington St
98	41	10	0	1	Bank St & Washington St
99	41	20	31.54	1	Bank St & Washington St
100	41	17	2.85	1	Bank St & Washington St
101	41	11	0.11	1	Bank St & Washington St
102	41	1	10.94	1	Bank St & Washington St
103	41	12	0	1	Bank St & Washington St
104	41	16	0	1	Bank St & Washington St
105	41	23	15.54	1	Bank St & Washington St
106	41	8	0	1	Bank St & Washington St
107	41	19	34.65	1	Bank St & Washington St
108	41	14	0.33	1	Bank St & Washington St
109	41	18	15.44	1	Bank St & Washington St
110	41	21	28.95	1	Bank St & Washington St
111	41	2	13.11	1	Bank St & Washington St
112	41	5	6.32	1	Bank St & Washington St
113	41	9	0.11	1	Bank St & Washington St
114	41	22	23.9	1	Bank St & Washington St
115	41	4	12.31	1	Bank St & Washington St
116	41	0	12.44	1	Bank St & Washington St
117	41	6	1.2	1	Bank St & Washington St
118	41	13	0.11	1	Bank St & Washington St
119	41	3	13.07	1	Bank St & Washington St
120	41	7	0	1	Bank St & Washington St
121	48	17	5.48	1	Perry St & Bleecker St
122	48	12	0.33	1	Perry St & Bleecker St
123	48	20	32.75	1	Perry St & Bleecker St
124	48	15	0.65	1	Perry St & Bleecker St
125	48	19	41.34	1	Perry St & Bleecker St
126	48	11	0	1	Perry St & Bleecker St
127	48	14	0	1	Perry St & Bleecker St
128	48	10	0	1	Perry St & Bleecker St
129	48	21	34.32	1	Perry St & Bleecker St
130	48	16	1.42	1	Perry St & Bleecker St
131	48	13	0.44	1	Perry St & Bleecker St
132	48	5	16.01	1	Perry St & Bleecker St
133	48	18	24.81	1	Perry St & Bleecker St
134	48	9	0	1	Perry St & Bleecker St
135	48	1	23.31	1	Perry St & Bleecker St
136	48	22	30.7	1	Perry St & Bleecker St
137	48	23	27.25	1	Perry St & Bleecker St
138	48	0	26	1	Perry St & Bleecker St
139	48	7	0.33	1	Perry St & Bleecker St
140	48	3	24.4	1	Perry St & Bleecker St
141	48	2	24.15	1	Perry St & Bleecker St
142	48	6	6.65	1	Perry St & Bleecker St
143	48	8	0.11	1	Perry St & Bleecker St
144	48	4	23.42	1	Perry St & Bleecker St
145	65	17	0.55	1	Avenue D & E 8 St
146	65	8	0.11	1	Avenue D & E 8 St
147	65	5	40.63	1	Avenue D & E 8 St
148	65	6	19.3	1	Avenue D & E 8 St
149	65	13	0.22	1	Avenue D & E 8 St
150	65	20	39.21	1	Avenue D & E 8 St
151	65	21	46.38	1	Avenue D & E 8 St
152	65	10	0	1	Avenue D & E 8 St
153	65	1	48.18	1	Avenue D & E 8 St
154	65	18	3.86	1	Avenue D & E 8 St
155	65	2	50.38	1	Avenue D & E 8 St
156	65	9	0	1	Avenue D & E 8 St
157	65	4	45.42	1	Avenue D & E 8 St
158	65	0	46.78	1	Avenue D & E 8 St
159	65	22	48.9	1	Avenue D & E 8 St
160	65	12	0	1	Avenue D & E 8 St
161	65	11	0	1	Avenue D & E 8 St
162	65	7	6.54	1	Avenue D & E 8 St
163	65	3	50.98	1	Avenue D & E 8 St
164	65	19	21.05	1	Avenue D & E 8 St
165	65	14	0	1	Avenue D & E 8 St
166	65	15	0.11	1	Avenue D & E 8 St
167	65	16	0.54	1	Avenue D & E 8 St
168	65	23	51.01	1	Avenue D & E 8 St
169	82	22	25.88	1	Madison St & Montgomery St
170	82	3	44.77	1	Madison St & Montgomery St
171	82	19	10.86	1	Madison St & Montgomery St
172	82	4	45.75	1	Madison St & Montgomery St
173	82	7	3.81	1	Madison St & Montgomery St
174	82	11	0	1	Madison St & Montgomery St
175	82	23	36.04	1	Madison St & Montgomery St
176	82	13	0	1	Madison St & Montgomery St
177	82	20	10.84	1	Madison St & Montgomery St
178	82	10	0	1	Madison St & Montgomery St
179	82	15	0	1	Madison St & Montgomery St
180	82	12	0	1	Madison St & Montgomery St
181	82	8	0.22	1	Madison St & Montgomery St
182	82	17	0.11	1	Madison St & Montgomery St
183	82	2	44.15	1	Madison St & Montgomery St
184	82	18	2.76	1	Madison St & Montgomery St
185	82	6	17.99	1	Madison St & Montgomery St
186	82	14	0	1	Madison St & Montgomery St
187	82	1	44.97	1	Madison St & Montgomery St
188	82	5	35.29	1	Madison St & Montgomery St
189	82	0	43.56	1	Madison St & Montgomery St
190	82	16	0	1	Madison St & Montgomery St
191	82	9	0	1	Madison St & Montgomery St
192	82	21	13.82	1	Madison St & Montgomery St
193	83	20	26.61	1	Lafayette St & E 8 St
194	83	23	25.88	1	Lafayette St & E 8 St
195	83	15	27.29	1	Lafayette St & E 8 St
196	83	3	25.96	1	Lafayette St & E 8 St
197	83	11	26.8	1	Lafayette St & E 8 St
198	83	4	25.96	1	Lafayette St & E 8 St
199	83	8	27.13	1	Lafayette St & E 8 St
200	83	7	26.76	1	Lafayette St & E 8 St
201	83	12	27.82	1	Lafayette St & E 8 St
202	83	19	26.81	1	Lafayette St & E 8 St
203	83	6	25.96	1	Lafayette St & E 8 St
204	83	0	26.47	1	Lafayette St & E 8 St
205	83	10	26.67	1	Lafayette St & E 8 St
206	83	16	26.92	1	Lafayette St & E 8 St
207	83	21	26.21	1	Lafayette St & E 8 St
208	83	13	27.23	1	Lafayette St & E 8 St
209	83	17	26.85	1	Lafayette St & E 8 St
210	83	2	25.96	1	Lafayette St & E 8 St
211	83	5	25.96	1	Lafayette St & E 8 St
212	83	9	27.3	1	Lafayette St & E 8 St
213	83	14	26.92	1	Lafayette St & E 8 St
214	83	1	26.26	1	Lafayette St & E 8 St
215	83	18	26.57	1	Lafayette St & E 8 St
216	83	22	26.21	1	Lafayette St & E 8 St
217	90	4	36.93	1	E 2 St & Avenue B
218	90	17	0.99	1	E 2 St & Avenue B
219	90	16	0.33	1	E 2 St & Avenue B
220	90	8	0.44	1	E 2 St & Avenue B
221	90	15	0	1	E 2 St & Avenue B
222	90	3	38.89	1	E 2 St & Avenue B
223	90	5	20.15	1	E 2 St & Avenue B
224	90	21	31.8	1	E 2 St & Avenue B
225	90	13	0	1	E 2 St & Avenue B
226	90	1	30.5	1	E 2 St & Avenue B
227	90	7	0	1	E 2 St & Avenue B
228	90	0	29.89	1	E 2 St & Avenue B
229	90	23	29.95	1	E 2 St & Avenue B
230	90	20	32.2	1	E 2 St & Avenue B
231	90	10	0	1	E 2 St & Avenue B
232	90	2	32.13	1	E 2 St & Avenue B
233	90	6	1.42	1	E 2 St & Avenue B
234	90	11	0	1	E 2 St & Avenue B
235	90	18	16.32	1	E 2 St & Avenue B
236	90	12	0	1	E 2 St & Avenue B
237	90	9	0	1	E 2 St & Avenue B
238	90	14	0	1	E 2 St & Avenue B
239	90	19	37.5	1	E 2 St & Avenue B
240	90	22	27.96	1	E 2 St & Avenue B
241	91	21	48.03	1	Avenue D & E 3 St
242	91	7	0.44	1	Avenue D & E 3 St
243	91	3	51.53	1	Avenue D & E 3 St
244	91	8	0	1	Avenue D & E 3 St
245	91	10	0	1	Avenue D & E 3 St
246	91	2	54.1	1	Avenue D & E 3 St
247	91	23	47.75	1	Avenue D & E 3 St
248	91	17	0	1	Avenue D & E 3 St
249	91	1	52.71	1	Avenue D & E 3 St
250	91	5	37.36	1	Avenue D & E 3 St
251	91	9	0	1	Avenue D & E 3 St
252	91	13	0	1	Avenue D & E 3 St
253	91	20	34.61	1	Avenue D & E 3 St
254	91	4	49.67	1	Avenue D & E 3 St
255	91	16	0	1	Avenue D & E 3 St
256	91	6	6.54	1	Avenue D & E 3 St
257	91	15	0	1	Avenue D & E 3 St
258	91	19	11.4	1	Avenue D & E 3 St
259	91	12	0	1	Avenue D & E 3 St
260	91	0	54	1	Avenue D & E 3 St
261	91	14	0	1	Avenue D & E 3 St
262	91	18	1.98	1	Avenue D & E 3 St
263	91	22	43.2	1	Avenue D & E 3 St
264	91	11	0	1	Avenue D & E 3 St
265	101	10	18.41	1	Allen St & E Houston St
266	101	22	31.25	1	Allen St & E Houston St
267	101	4	20.15	1	Allen St & E Houston St
268	101	3	21.02	1	Allen St & E Houston St
269	101	15	18.76	1	Allen St & E Houston St
270	101	23	28.27	1	Allen St & E Houston St
271	101	14	19.19	1	Allen St & E Houston St
272	101	20	40.31	1	Allen St & E Houston St
273	101	8	18.45	1	Allen St & E Houston St
274	101	7	18.74	1	Allen St & E Houston St
275	101	16	18.3	1	Allen St & E Houston St
276	101	6	19.96	1	Allen St & E Houston St
277	101	11	18.3	1	Allen St & E Houston St
278	101	2	24.15	1	Allen St & E Houston St
279	101	17	18.73	1	Allen St & E Houston St
280	101	5	18.52	1	Allen St & E Houston St
281	101	21	35.86	1	Allen St & E Houston St
282	101	19	39.04	1	Allen St & E Houston St
283	101	12	18.54	1	Allen St & E Houston St
284	101	0	25.33	1	Allen St & E Houston St
285	101	18	22.05	1	Allen St & E Houston St
286	101	13	18.95	1	Allen St & E Houston St
287	101	1	25.75	1	Allen St & E Houston St
288	101	9	18.85	1	Allen St & E Houston St
289	106	12	0	1	E 6 St & Avenue B
290	106	11	0	1	E 6 St & Avenue B
291	106	18	26.13	1	E 6 St & Avenue B
292	106	1	48.62	1	E 6 St & Avenue B
293	106	9	0	1	E 6 St & Avenue B
294	106	10	0	1	E 6 St & Avenue B
295	106	0	47.11	1	E 6 St & Avenue B
296	106	20	39.87	1	E 6 St & Avenue B
297	106	16	0	1	E 6 St & Avenue B
298	106	5	20.92	1	E 6 St & Avenue B
299	106	23	38.51	1	E 6 St & Avenue B
300	106	15	0	1	E 6 St & Avenue B
301	106	22	36.18	1	E 6 St & Avenue B
302	106	19	44.41	1	E 6 St & Avenue B
303	106	6	4.47	1	E 6 St & Avenue B
304	106	2	51.48	1	E 6 St & Avenue B
305	106	21	40.13	1	E 6 St & Avenue B
306	106	13	0	1	E 6 St & Avenue B
307	106	4	36.49	1	E 6 St & Avenue B
308	106	7	0.65	1	E 6 St & Avenue B
309	106	17	2.41	1	E 6 St & Avenue B
310	106	14	0	1	E 6 St & Avenue B
311	106	8	0	1	E 6 St & Avenue B
312	106	3	52.4	1	E 6 St & Avenue B
313	115	21	31.69	1	E 11 St & 1 Ave
314	115	1	25.86	1	E 11 St & 1 Ave
315	115	23	22.86	1	E 11 St & 1 Ave
316	115	9	0	1	E 11 St & 1 Ave
317	115	18	13.67	1	E 11 St & 1 Ave
318	115	13	0	1	E 11 St & 1 Ave
319	115	22	23.57	1	E 11 St & 1 Ave
320	115	17	0.77	1	E 11 St & 1 Ave
321	115	5	7.84	1	E 11 St & 1 Ave
322	115	15	0	1	E 11 St & 1 Ave
323	115	3	22.33	1	E 11 St & 1 Ave
324	115	14	0	1	E 11 St & 1 Ave
325	115	2	23.39	1	E 11 St & 1 Ave
326	115	10	0	1	E 11 St & 1 Ave
327	115	0	20.56	1	E 11 St & 1 Ave
328	115	16	0.11	1	E 11 St & 1 Ave
329	115	4	21.68	1	E 11 St & 1 Ave
330	115	20	32.97	1	E 11 St & 1 Ave
331	115	11	0	1	E 11 St & 1 Ave
332	115	7	0.87	1	E 11 St & 1 Ave
333	115	6	4.25	1	E 11 St & 1 Ave
334	115	19	33	1	E 11 St & 1 Ave
335	115	8	0	1	E 11 St & 1 Ave
336	115	12	0	1	E 11 St & 1 Ave
337	117	1	14.7	1	Watts St & Greenwich St
338	117	17	15.55	1	Watts St & Greenwich St
339	117	18	13.1	1	Watts St & Greenwich St
340	117	21	16.23	1	Watts St & Greenwich St
341	117	14	21.3	1	Watts St & Greenwich St
342	117	2	14.75	1	Watts St & Greenwich St
343	117	9	26.8	1	Watts St & Greenwich St
344	117	13	20.72	1	Watts St & Greenwich St
345	117	23	17.34	1	Watts St & Greenwich St
346	117	19	13.91	1	Watts St & Greenwich St
347	117	10	28.54	1	Watts St & Greenwich St
348	117	15	20.2	1	Watts St & Greenwich St
349	117	22	16.45	1	Watts St & Greenwich St
350	117	6	15.27	1	Watts St & Greenwich St
351	117	4	14.81	1	Watts St & Greenwich St
352	117	5	14.49	1	Watts St & Greenwich St
353	117	3	15.03	1	Watts St & Greenwich St
354	117	16	20.61	1	Watts St & Greenwich St
355	117	12	19.54	1	Watts St & Greenwich St
356	117	0	16.11	1	Watts St & Greenwich St
357	117	8	21.29	1	Watts St & Greenwich St
358	117	7	16.12	1	Watts St & Greenwich St
359	117	11	24.29	1	Watts St & Greenwich St
360	117	20	16.54	1	Watts St & Greenwich St
361	121	7	1.2	1	Cherry St
362	121	22	28.4	1	Cherry St
363	121	5	23.09	1	Cherry St
364	121	18	7.28	1	Cherry St
365	121	6	12.76	1	Cherry St
366	121	8	0	1	Cherry St
367	121	17	0.44	1	Cherry St
368	121	20	23	1	Cherry St
369	121	19	22.59	1	Cherry St
370	121	11	0	1	Cherry St
371	121	15	0.11	1	Cherry St
372	121	23	33	1	Cherry St
373	121	3	39.43	1	Cherry St
374	121	14	0	1	Cherry St
375	121	10	0	1	Cherry St
376	121	13	0	1	Cherry St
377	121	9	0	1	Cherry St
378	121	21	25.44	1	Cherry St
379	121	1	39.34	1	Cherry St
380	121	12	0	1	Cherry St
381	121	16	0	1	Cherry St
382	121	0	38	1	Cherry St
383	121	2	40.11	1	Cherry St
384	121	4	33.88	1	Cherry St
385	126	17	0.66	1	Avenue D & E 12 St
386	126	12	0.44	1	Avenue D & E 12 St
387	126	2	28.63	1	Avenue D & E 12 St
388	126	18	1.65	1	Avenue D & E 12 St
389	126	20	14.46	1	Avenue D & E 12 St
390	126	8	1.42	1	Avenue D & E 12 St
391	126	21	23.14	1	Avenue D & E 12 St
392	126	9	0	1	Avenue D & E 12 St
393	126	7	14.81	1	Avenue D & E 12 St
394	126	23	28.15	1	Avenue D & E 12 St
395	126	4	31.37	1	Avenue D & E 12 St
396	126	16	0.22	1	Avenue D & E 12 St
397	126	15	0.33	1	Avenue D & E 12 St
398	126	1	29.83	1	Avenue D & E 12 St
399	126	22	27.19	1	Avenue D & E 12 St
400	126	14	0.44	1	Avenue D & E 12 St
401	126	5	29.63	1	Avenue D & E 12 St
402	126	0	27.78	1	Avenue D & E 12 St
403	126	11	0	1	Avenue D & E 12 St
404	126	13	0.11	1	Avenue D & E 12 St
405	126	19	5.26	1	Avenue D & E 12 St
406	126	3	30.39	1	Avenue D & E 12 St
407	126	6	26.83	1	Avenue D & E 12 St
408	126	10	0	1	Avenue D & E 12 St
409	127	20	5.7	1	Madison St & Clinton St
410	127	21	13.6	1	Madison St & Clinton St
411	127	7	0.33	1	Madison St & Clinton St
412	127	8	0.76	1	Madison St & Clinton St
413	127	12	0	1	Madison St & Clinton St
414	127	17	0.22	1	Madison St & Clinton St
415	127	9	0.44	1	Madison St & Clinton St
416	127	0	37.33	1	Madison St & Clinton St
417	127	14	0.11	1	Madison St & Clinton St
418	127	6	0.22	1	Madison St & Clinton St
419	127	16	0	1	Madison St & Clinton St
420	127	18	0.55	1	Madison St & Clinton St
421	127	4	37.91	1	Madison St & Clinton St
422	127	13	0	1	Madison St & Clinton St
423	127	10	0	1	Madison St & Clinton St
424	127	5	6.32	1	Madison St & Clinton St
425	127	1	41.88	1	Madison St & Clinton St
426	127	23	32.21	1	Madison St & Clinton St
